Lychee seed-derived microporous carbon for high-performance sodium-sulfur batteries,"© 2022 Elsevier LtdSodium-sulfur (Na–S) batteries are regarded as one of the promising next-generation energy storage systems; while being more cost-effective than lithium-sulfur batteries, Na–S batteries also suffer from the shuttle effect. Different strategies to tackle the long-chain polysulfide product shuttling issue have been proposed, mainly focusing on sulfur product confinement with costly materials and complex methods. Seeking high-performance and low-cost electrode material precursors is of great importance to promoting Na–S battery applications. We present a high specific surface area microporous carbon framework synthesized from degradable biowaste, namely lychee seeds, with a facile room-temperature etching process. Unlike the traditional dissolution-precipitation mechanism, a quasi-solid-state route takes place with the help of micropore (0.48 nm) confinement, preventing the formation of long-chain polysulfides for excellent electrochemical performance. The obtained Na–S battery exhibits an outstanding initial reversible discharge specific capacity of 1395 mAh g−1 at 0.2C and still maintains a high capacity of 518 mAh g−1 after 500 cycles at 1.0C. The lychee seed-derived microporous carbon provides insights into sustainable and scalable host fabrication for high-performance sulfur-based batteries.",Carbon,10.1016/j.carbon.2022.09.075
Electrocatalyzing S Cathodes via Multisulfiphilic Sites for Superior Room-Temperature Sodium-Sulfur Batteries,"© 2020 American Chemical Society.Room-temperature sodium-sulfur (RT-Na/S) batteries hold great promise for sustainable and cost-effective applications. Nevertheless, it remains a great challenge to achieve high capacity and cycling stability due to the low activity of sulfur and the sluggish conversion kinetics between polysulfide intermediates and sodium sulfide. Herein, an electrocatalyzing S cathode is fabricated, which consists of porous core-shell structure and multisulfiphilic sites. The flexible carbon structure effectively buffers volume changes during cycling and provides enclosed spaces to store S8 with exceptional conductivity. Significantly, the multisulfiphilic sites (ZnS and CoS2) enhance catalysis toward multistep S conversion, which effectively suppresses long-chain polysulfides dissolution and improves the kinetics of short-chain polysulfides. Thus, the obtained S cathodes achieve an enhanced cycling performance (570 mAh g-1 at 0.2 A g-1 over 1000 cycles), decent rate capability (250 mAh g-1 at 1.0 A g-1 over 2000 cycles), and high energy density of 384 Wh kg-1 toward practical applications.",ACS Nano,10.1021/acsnano.0c02488
Free-Radical Catalysis and Enhancement of the Redox Kinetics for Room-Temperature Sodium-Sulfur Batteries,"© 2020 American Chemical Society.Room-temperature sodium-sulfur (RT Na-S) batteries offer the potential for inexpensive stationary energy storage at the grid and local level. However, their practical performance remains far from theoretical due to sluggish reaction kinetics, which limits both their energy and their rate characteristics. To overcome this, a conceptually new mechanism is demonstrated on the basis of the catalysis by stabilized free-radical species, as indicated by electron spin resonance measurements, generated on the surface of a Na2S6 catholyte-infiltrated activated carbon cloth cathode. X-ray photoelectron spectroscopy characterizations reveal that free-radical catalysis promotes reduction to end-discharged products, via a surface-bound intermediate state, ACC-S3-. Due to this free-radical catalytic activity, our RT Na-S cell achieves a high nominal cell potential of 1.85 V. At a rate of 0.5 C, the Na-S cell delivers a high specific capacity of 866 mA h g(S)-1 and retains 678 mA h g(S)-1 after 700 cycles. The concept of a free-radical mechanism, as described herein, could be adapted to enhance the electrochemical kinetics of other energy storage devices that involve radical intermediate species.",ACS Energy Letters,10.1021/acsenergylett.0c00913
"Covalent Encapsulation of Sulfur in a MOF-Derived S, N-Doped Porous Carbon Host Realized via the Vapor-Infiltration Method Results in Enhanced Sodium–Sulfur Battery Performance","© 2020 WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimPractical applications of room temperature sodium–sulfur batteries are still inhibited by the poor conductivity and slow reaction kinetics of sulfur, and dissolution of intermediate polysulfides in the commonly used electrolytes. To address these issues, starting from a novel 3D Zn-based metal–organic framework with 2,5-thiophenedicarboxylic acid and 1,4-bis(pyrid-4-yl) benzene as ligands, a S, N-doped porous carbon host with 3D tubular holes for sulfur storage is fabricated. In contrast to the commonly used melt-diffusion method to confine sulfur physically, a vapor-infiltration method is utilized to achieve sulfur/carbon composite with covalent bonds, which can join electrochemical reaction without low voltage activation. A polydopamine derived N-doped carbon layer is further coated on the composite to confine the high-temperature-induced gas-phase sulfur inside the host. S and N dopants increase the polarity of the carbon host to restrict diffusion of sulfur, and its 3D porous structure provides a large storage area for sulfur. As a result, the obtained composite shows outstanding electrochemical performance with 467 mAh g−1 (1262 mAh g−1(sulfur)) at 0.1 A g−1, 270 mAh g−1 (730 mAh g−1(sulfur)) after 1000 cycles at 1 A g−1 and 201 mAh g−1 (543 mAh g−1(sulfur)) at 5.0 A g−1.",Advanced Energy Materials,10.1002/aenm.202000931
Ultrastable Sodium–Sulfur Batteries without Polysulfides Formation Using Slit Ultramicropore Carbon Carrier,"© 2020 The Authors. Advanced Science published by Wiley-VCH Verlag GmbH & Co. KGaAThe formation of the soluble polysulfides (Na2Sn, 4 ≤ n ≤ 8) causes poor cycling performance for room temperature sodium–sulfur (RT Na–S) batteries. Moreover, the formation of insoluble polysulfides (Na2Sn, 2 ≤ n < 4) can slow down the reaction kinetics and terminate the discharge reaction before it reaches the final product. In this work, coffee residue derived activated ultramicroporous coffee carbon (ACC) material loading with small sulfur molecules (S2–4) as cathode material for RT Na–S batteries is reported. The first principle calculations indicate the space confinement of the slit ultramicropores can effectively suppress the formation of polysulfides (Na2Sn, 2 ≤ n ≤ 8). Combining with in situ UV/vis spectroscopy measurements, one-step reaction RT Na–S batteries with Na2S as the only and final discharge product without polysulfides formation are demonstrated. As a result, the ultramicroporous carbon loaded with 40 wt% sulfur delivers a high reversible specific capacity of 1492 mAh g−1 at 0.1 C (1 C = 1675 mA g−1). When cycled at 1 C rate, the carbon–sulfur composite electrode exhibits almost no capacity fading after 2000 cycles with 100% coulombic efficiency, revealing excellent cycling stability and reversibility. The superb cycling stability and rate performance demonstrate ultramicropore confinement can be an effective strategy to develop high performance cathode for RT Na–S batteries.",Advanced Science,10.1002/advs.201903246
A Biphasic Interphase Design Enabling High Performance in Room Temperature Sodium-Sulfur Batteries,"© 2020 The Author(s)Room temperature sodium-sulfur batteries possess higher specific energy and improved inherent safety compared to their high-temperature analogs used in stationary grid storage. The viability of room temperature sodium batteries depends critically on the mechanical and ionic transport properties of the solid electrolyte interphase. However, little emphasis has been placed on developing sodium anode interphases that combine high Young's modulus (stiffness), high critical strain (ductility), and low ionic diffusion barrier for cycling at high rates. Here, we report an artificial biphasic interphase comprising two chemically distinct phases, NaOH and NaNH2, which combines high stiffness and high ductility. In addition, the biphasic interphase exhibits a low diffusion barrier for sodium ions, enabling reversible sodium plating and stripping behavior even at extremely high current densities (up to 50 mA cm−2) in symmetric cell configuration. Stable and reversible cycling of a room temperature sodium-sulfur battery is also demonstrated over 500 cycles. © 2020 The Author(s)Metal anode batteries typically lack a stable solid electrolyte interphase, causing the metal anode to grow dendrites, which eventually leads to cell failure. Kumar et al. report an artificial biphasic interphase combining high mechanical and electrochemical stability, which is found to be favorable in extending the cycle life and rate capability of sodium anodes.",Cell Reports Physical Science,10.1016/j.xcrp.2020.100044
Carbon-wrapped cobalt nanoparticles on graphene aerogel for solid-state room-temperature sodium-sulfur batteries,"© 2020 Elsevier B.V.Room-temperature sodium-sulfur battery has attracted more and more widespread attention on account of the low cost, high capacity and reliable efficiency. Nevertheless, how to further improve sulfur reactivity and high-rate cycling performance remains challenging. Herein, carbon-wrapped nanocobalt anchored on graphene aerogel is fabricated to resolve low sulfur reactivity, conductivity and the large volumetric expansion during the charge/discharge process. The novel sulfur composite cathode shows up an initial discharge capacity of 572.8 mAh g−1 at 5C with an extremely low average capacity fading of 0.01% per cycle from 200 to 1000 cycles. Significantly, the cathode is also used for assembling solid-state Na/S batteries, with an initial discharge capacity of 484.9 mAh g−1 at 0.5C and a retainion capacity of 226 mAh g−1 after 1000 cycles. This outstanding performance is ascribed to the electrocatalytic effects of the nanocobalt and the conductive and flexible graphene aerogel, which can effectively enhance chemical reaction kinetics and accommodate the fast volume change.",Chemical Engineering Journal,10.1016/j.cej.2020.124210
Material and Interfacial Modification toward a Stable Room-Temperature Solid-State Na-S Battery,"© 2020 American Chemical Society.Room-temperature solid-state sodium batteries have the remarkable potential to simultaneously achieve high safety, high energy density, and low cost. However, their current performance is far below expectations. Through material and interfacial modification based on Na3PS4 solid electrolytes, progress is made toward stable room-temperature solid-state sodium-sulfur (Na-S) batteries. First, the ionic liquid N-butyl-N-methylpyrrolidinium bis(fluorosulfonyl)imide (Pyr14FSI) is employed to modify the anode/electrolyte interface. An overpotential of 0.55 V after 900 h of a symmetrical battery indicates enhanced interfacial stability. A stable in situ solid electrolyte interphase layer is formed at the interface of NaSn alloy and Na3PS4, proved by X-ray photoelectron spectroscopy measurements. Furthermore, selenium-doped sulfurized polyacrylonitrile (Se0.05S0.95@pPAN) is used to boost the ionic and electronic conductivities of the sulfur cathode. As a result, the Na-S battery using a Se0.05S0.95@pPAN cathode and the interfacial modification delivers stable cycle performance and enhanced rate capability.",ACS Applied Materials and Interfaces,10.1021/acsami.0c03899
An in Situ Prepared Covalent Sulfur-Carbon Composite Electrode for High-Performance Room-Temperature Sodium-Sulfur Batteries,"© 2020 American Chemical Society.A covalent sulfur-carbon (covalent-SC) composite is successfully prepared in situ by a wet-chemical solvothermal method based on the strong interaction between carbon disulfide (CS2) and red phosphorus. It is demonstrated that sulfur uniformly distributes among the boundary and interior of the carbon skeleton with the formation of S-C bonds. Moreover, the interior sulfur can be electrochemically activated under 0.5 V and then functions as a capacity sponsor, because Na+ can freely transfer into the carbon interlayer (with a stable enlarged distance of ∼0.4 nm after the first cycle) via adsorption-like behavior to be combined with the interior sulfur in the following cycles. Thus, the activated covalent-SC composite delivers ultrahigh reversible capacities of 888.9 and 811.4 mAh g-1 after 600 and 950 deep cycles at 0.8C and 1.6C, respectively. Furthermore, it exhibits outstanding rate performance with the capacity of 700 mAh g-1 at a high rate of 8.1C.",ACS Energy Letters,10.1021/acsenergylett.0c00492
Core-Shell Cathode Design with Molybdenum Trioxide as the Electrocatalytic Trapping Layer for High-Energy Density Room-Temperature Sodium Sulfur Batteries,"© 2020 American Chemical Society.Room-temperature sodium sulfur batteries are receiving immense attention because of their low cost and higher energy density compared to lithium ion batteries. The key challenges of room-temperature sodium sulfur batteries are the polysulfide shuttling and sluggish reaction kinetics of polysulfide conversion. To mitigate these two issues, molybdenum trioxide is chosen to catalytically covert the sodium polysulfide as well as chemically anchor the polysulfide toward the cathode. This proof of concept is implemented and realized through the change in the design of the cathode wherein the sulfur is used as the core layer and MoO3 is used as the catalytic shell layer for shielding the polysulfide migration. The core-shell design of the cathode delivers a specific capacity of 1198 mA h g-1 at a current density of 50 mA g-1, which is about 4.2 times enhancement in specific capacity when compared to the single-layered cathode with a cycling stability of 1000 cycles. The core-shell cathode design offers a more stable open circuit potential for over 20 days and low charge transfer resistance. The enhancement in specific capacity is attributed to the formation of polythionate complexes through the reaction of MoO3 with the polysulfides which helps in strong binding of soluble species as evident from the spectroscopy studies. This is the first attempt of utilizing catalytic MoO3 for binding sodium polysulfide in room-temperature sodium sulfur batteries and will provide a new practical approach for the development.",Journal of Physical Chemistry C,10.1021/acs.jpcc.9b10825
Cobalt nanoparticles embedded into free-standing carbon nanofibers as catalyst for room-temperature sodium-sulfur batteries,"© 2020 Elsevier Inc.Room-temperature sodium-sulfur (RT Na-S) batteries are seriously limited because of poor conductivity of sulfur and sluggish reaction kinetics of polysulfide intermediates. Here, we design a free-standing film, constructed from Co nanoparticles onto nitrogen-doped porous carbon nanofibers (Co@NPCNFs), to load sulfur for RT Na-S batteries. Experiment result shows that Co as catalyst can enable the rapid sodium intercalation and fast reduction reaction of the polysulfides during cycling. Hence, the prepared Co@NPCNFs/S cathode exhibits a remarkable capacity of 906 mAh g−1 at 0.1 C and long cycling life up to 800 cycles with a slow capacity decay of 0.038% per cycle at 1 C.",Journal of Colloid and Interface Science,10.1016/j.jcis.2020.01.010
Electron-State Confinement of Polysulfides for Highly Stable Sodium–Sulfur Batteries,"© 2020 WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimConfinement of polysulfides in sulfur cathodes is pivotal for eliminating the “shuttle effect” in metal–sulfur batteries, which represent promising solutions for large-scale and sustainable energy storage. However, mechanistic exploration and in-depth understanding for the confinement of polysulfides remain limited. Consequently, it is a critical challenge to achieve highly stable metal–sulfur batteries. Here, based on a 2D metal–organic framework (2D MOF), a new mechanism to realize effective confinement of polysulfides is proposed. A combination of in situ synchrotron X-ray diffraction, electrochemical measurements, and theoretical computations reveal that the dynamic electron states of the Ni centers in the 2D MOF enable the interaction between polysulfides and the MOF in the discharge/charge process to be tuned, resulting in both strong adsorption and fast conversion kinetics of polysulfides. The resultant room-temperature sodium–sulfur batteries are amongst the most stable reported so far, thus demonstrating that the new mechanism opens a promising avenue for the development of high-performance metal–sulfur batteries.",Advanced Materials,10.1002/adma.201907557
Facile-Processed Nanocarbon-Promoted Sulfur Cathode for Highly Stable Sodium-Sulfur Batteries,"© 2020 The AuthorsRoom temperature sodium-sulfur batteries using bulk sulfur materials attract extensive attention as low-cost and large-scale energy storage devices. Hu et al. report the facile processing of nanocarbon to promote a bulk-sized commercial sulfur cathode, enabling room temperature Na-S batteries with high Coulombic efficiency and capacity retention, and long cycling life. © 2020 The AuthorsRoom temperature sodium-sulfur (Na-S) batteries hold great promise as the next-generation cost-effective energy storage systems. However, their practical implementation is still plagued by the low reversible capacity of a bulk-sized commercial sulfur cathode with low Coulombic efficiency and poor cycling stability. Here, we report a highly stable room temperature Na-S battery using a facile-processed, nanocarbon-promoted, bulk-sized commercial sulfur cathode and a polymer electrolyte. This processed nanocarbon possesses a high binding affinity to sulfur and polysulfides, largely facilitating the sulfur reaction kinetics and leading to high reversible capacity. Meanwhile, by applying a thin coating of the facile-processed nanocarbon on the polymer electrolyte, dead sulfur formation can be avoided, contributing to greatly enhanced capacity retention. Our Na-S battery delivers a reversible capacity of >700 mAh g−1 with near-100% Coulombic efficiency and the ultrahigh capacity retention of 98.2% at 0.2C after 200 cycles.",Cell Reports Physical Science,10.1016/j.xcrp.2020.100015
PIM-1-based carbon-sulfur composites for sodium-sulfur batteries that operate without the shuttle effect,"This journal is © The Royal Society of Chemistry.Room temperature sodium-sulfur (RT Na-S) batteries have distinct advantages over other next generation batteries because of their use of abundant and inexpensive resources with high theoretical capacities of 1166 and 1675 mA h g-1, namely for sodium and sulfur. However, problematic side reactions, called the shuttle effect, lead to low coulombic efficiency during cycling. Here, we propose a new strategy to fundamentally suppress the shuttle phenomenon by combining two widely used concepts, covalent bonds and physical confinement, through the preparation of a PIM-1-based carbon-sulfur composite. This sulfur-carbon material was prepared through one-step heat treatment of a mixture of sulfur and PIM-1. The resulting sulfur-carbon composites have characteristics of both ∼0.5 nm-sized ultra-micropores and covalent bonding in a single material, which fundamentally obstruct the dissolution of polysulfide into the electrolyte. This strategy led to long cycling stability over 250 cycles, with a capacity of 556 mA h gs-1 and a coulombic efficiency of approximately 100%.",Journal of Materials Chemistry A,10.1039/c9ta10939k
Flexible free-standing sulfurized polyacrylonitrile electrode for stable Li/Na storage,"© 2019 Elsevier LtdFlexible lithium sulfur batteries are promising power sources for the next generation wearable electronics, due to their high energy density and low cost. Here, we demonstrate a metal current collector-free, binder-free, flexible sulfurized polyacrylonitrile film electrode with hollow tubular nanofibers (H-SPAN), which is fabricated via coaxial electrospinning and a simple heat treatment. The all-fibrous films H-SPAN not only provides three-dimensional continuous electron and ion transport paths, but also suppresses the shuttle effect, contributing to better redox kinetics, cycling performance, and flexibility. The H-SPAN film electrode delivers a high specific lithium storage capacity of 1250 mAh g−1 sulfur or 514.75 mAh g−1 electrode at 0.1C with stable cycling over 300 cycles. Additionally, when H-SPAN is applied as a cathode for room temperature Na–S batteries, it also exhibits superb capacity and cycling stability (717 mAh g−1 sulfur or 295.2 mAh g−1 electrode at 0.1C after 200 cycles). The working mechanism of H-SPAN is well elucidated by ex situ Raman spectroscopy and ex situ X-ray Photoelectron Spectroscopy (XPS). The excellent flexibility of the H-SPAN film electrode lends itself well to potential applications in wearable electronic devices.",Electrochimica Acta,10.1016/j.electacta.2019.135493
Dual Play of Chitin-Derived N-Doped Carbon Nanosheets Enabling High-Performance Na-SeS2 Half/Full Cells,"© 2019 Wiley-VCH Verlag GmbH & Co. KGaA, WeinheimRoom-temperature Na−S batteries hold great promise for developing next-generation battery system with the advantages of abundant resource, high energy density, and long lifetime. However, limited by sluggish kinetics, Na−S batteries frequently suffer from low utilization of active materials, rapid capacity decay during cycling and poor rate capability. Herein, we propose an advanced cathode with SeS2 tightly impregnated in chitin-derived rich nitrogen carbon nanosheets (termed as CCN/SeS2). The CCN/SeS2 exhibits superb rate capability (422 mAh g−1 at 5 A g−1) and long cycle stability (566 mAh g−1 after 470 cycles with a capacity decay rate of 0.056 % per cycle). High content and high loading cathodes are also fabricated to meet the requirement of practical application. The results of electrochemical tests and characterization demonstrate that CCN/SeS2 has preponderance in lowering overpotential and reaction resistances, prompting the diffusion of sodium ions and achieving the uniform deposition of discharge products. For the first time, a full cell based on all-chitin materials (CCN/SeS2 cathode and CCN anode) is assembled, which exhibits favorable cycling performance over 100 cycles. The as-obtained cell using a green and low-cost carbon and SeS2 inheriting the advantages of Se and S may pave a new way to energy storage.",Batteries and Supercaps,10.1002/batt.201900159
High-performance room-temperature sodium-sulfur battery enabled by electrocatalytic sodium polysulfides full conversion,"© 2020 The Royal Society of Chemistry.Room-temperature sodium-sulfur (RT-Na-S) batteries are highly desirable for grid-scale stationary energy storage due to their low cost; however, short cycling stability caused by the incomplete conversion of sodium polysulfides is a major issue for their application. Herein, we introduce an effective sulfiphilic host, gold nanodots decorated on hierarchical N-doped carbon microspheres (CN/Au/S), to achieve completely reversible conversion reactions in the S cathode by electrocatalyzing the low-kinetics conversion of Na2S4 into NaS2 (discharge process) or S (charge process). Besides, gold nanodots and N-doped carbon can increase the conductivity of the S cathode and provide strong polar-polar adsorption of sodium polysulfides to alleviate the shuttling effects. When serving as the cathode, the CN/Au/S composite can realize enhanced sulfur utilization, excellent cycling stability, and outstanding rate capability. This work deepens our understanding of the catalytic effect of gold atoms on sulfur molecules, opening a new avenue for cathode design and development of advanced RT-Na-S batteries.",Energy and Environmental Science,10.1039/c9ee03251g
A High-Kinetics Sulfur Cathode with a Highly Efficient Mechanism for Superior Room-Temperature Na–S Batteries,"© 2020 WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimApplications of room-temperature–sodium sulfur (RT-Na/S) batteries are currently impeded by the insulating nature of sulfur, the slow redox kinetics of sulfur with sodium, and the dissolution and migration of sodium polysulfides. Herein, a novel micrometer-sized hierarchical S cathode supported by FeS2 electrocatalyst, which is grown in situ in well-confined carbon nanocage assemblies, is presented. The hierarchical carbon matrix can provide multiple physical entrapment to polysulfides, and the FeS2 nanograins exhibit a low Na-ion diffusion barrier, strong binding energy, and high affinity for sodium polysulfides. Their combination makes it an ideal sulfur host to immobilize the polysulfides and achieve reversible conversion of polysulfides toward Na2S. Importantly, the hierarchical S cathode is suitable for large-scale production via the inexpensive and green spray-drying method. The porous hierarchical S cathode offers a high sulfur content of 65.5 wt%, and can deliver high reversible capacity (524 mAh g−1 over 300 cycles at 0.1 A g−1) and outstanding rate capability (395 mAh g−1 at 1 A g−1 for 850 cycles), holding great promise for both scientific research and real application.",Advanced Materials,10.1002/adma.201906700
Sodium Sulfide Cathodes Superseding Hard Carbon Pre-sodiation for the Production and Operation of Sodium–Sulfur Batteries at Room Temperature,"© 2020 The Authors. Published by WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimThis study demonstrates for the first time a room temperature sodium–sulfur (RT Na–S) full cell assembled based on a pristine hard carbon (HC) anode combined with a nanostructured Na2S/C cathode. The development of cells without the demanding, time-consuming and costly pre-sodiation of the HC anode is essential for the realization of practically relevant RT Na–S prototype batteries. New approaches for Na2S/C cathode fabrication employing carbothermal reduction of Na2SO4 at varying temperatures (660 to 1060 °C) are presented. Initial evaluation of the resulting cathodes in a dedicated cell setup reveals 36 stable cycles and a capacity of 740 mAh gS−1, which correlates to ≈85% of the maximum value known from literature on Na2S-based cells. The Na2S/C cathode with the highest capacity utilization is implemented into a full cell concept applying a pristine HC anode. Various full cell electrolyte compositions with fluoroethylene carbonate (FEC) additive have been combined with a special charging procedure during the first cycle supporting in situ solid electrolyte interphase (SEI) formation on the HC anode to obtain increased cycling stability and cathode utilization. The best performing cell setup has delivered a total of 350 mAh gS−1, representing the first functional full cell based on a Na2S/C cathode and a pristine HC anode today.",Advanced Energy Materials,10.1002/aenm.201903245
Nickel Hollow Spheres Concatenated by Nitrogen-Doped Carbon Fibers for Enhancing Electrochemical Kinetics of Sodium–Sulfur Batteries,"© 2019 The Authors. Published by WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimThe high energy density of room temperature (RT) sodium–sulfur batteries (Na-S) usually rely on the efficient conversion of polysulfide to sodium sulfide during discharging and sulfur recovery during charging, which is the rate-determining step in the electrochemical reaction process of Na-S batteries. In this work, a 3D network (Ni-NCFs) host composed by nitrogen-doped carbon fibers (NCFs) and Ni hollow spheres is synthesized by electrospinning. In this novel design, each Ni hollow unit not only can buffer the volume fluctuation of S during cycling, but also can improve the conductivity of the cathode along the carbon fibers. Meanwhile, the result reveals that a small amount of Ni is polarized during the sulfur-loading process forming a polar NiS bond. Furthermore, combining with the nitrogen-doped carbon fibers, the Ni-NCFs composite can effectively adsorb soluble polysulfide intermediate, which further facilitates the catalysis of the Ni unit for the redox of sodium polysulfide. In addition, the in situ Raman is employed to supervise the variation of polysulfide during the charging and discharging process. As expected, the freestanding S@Ni-NCFs cathode exhibits outstanding rate capability and excellent cycle performance.",Advanced Science,10.1002/advs.201902617
General Synthesis of Single-Atom Catalysts for Hydrogen Evolution Reactions and Room-Temperature Na-S Batteries,"© 2020 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim.Herein, we report a comprehensive strategy to synthesize a full range of single-atom metals on carbon matrix, including V, Mn, Fe, Co, Ni, Cu, Ge, Mo, Ru, Rh, Pd, Ag, In, Sn, W, Ir, Pt, Pb, and Bi. The extensive applications of various SACs are manifested via their ability to electro-catalyze typical hydrogen evolution reactions (HER) and conversion reactions in novel room-temperature sodium sulfur batteries (RT-Na-S). The enhanced performances for these electrochemical reactions arisen from the ability of different single active atoms on local structures to tune their electronic configuration. Significantly, the electrocatalytic behaviors of diverse SACs, assisted by density functional theory calculations, are systematically revealed by in situ synchrotron X-ray diffraction and in situ transmission electronic microscopy, providing a strategic library for the general synthesis and extensive applications of SACs in energy conversion and storage.",Advanced Materials,10.1002/ANGE.202009400
Electrocatalytic assisted performance enhancement for the Na-S battery in nitrogen-doped carbon nanospheres loaded with Fe,"© 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).Room temperature sodium-sulfur batteries have been considered to be potential candidates for future energy storage devices because of their low cost, abundance, and high performance. The sluggish sulfur reaction and the “shuttle effect” are among the main problems that hinder the commercial utilization of room temperature sodium-sulfur batteries. In this study, the performance of a hybrid that was based on nitrogen (N)-doped carbon nanospheres loaded with a meagre amount of Fe ions (0.14 at.%) was investigated in the sodium-sulfur battery. The Fe ions accelerated the conversion of polysulfides and provided a stronger interaction with soluble polysulfides. The Fe-carbon nanospheres hybrid delivered a reversible capacity of 359 mAh·g−1 at a current density of 0.1 A·g−1 and retained a capacity of 180 mAh·g−1 at 1 A·g−1, after 200 cycles. These results, combined with the excellent rate performance, suggest that Fe ions, even at low loading, are able to improve the electrocatalytic effect of carbon nanostructures significantly. In addition to Na-S batteries, the new hybrid is anticipated to be a strong candidate for other energy storage and conversion applications such as other metal-sulfur batteries and metal-air batteries.",Molecules,10.3390/molecules25071585
Solvent-dictated sodium sulfur redox reactions: Investigation of carbonate and ether electrolytes,"© 2020 by the authors.Sulfur-based cathode chemistries are essential for the development of high energy density alkali-ion batteries. Here, we elucidate the redox kinetics of sulfur confined on carbon nanotubes, comparing its performance in ether-based and carbonate-based electrolytes at room temperature. The solvent is found to play a key role for the electrochemical reactivity of the sulfur cathode in sodium-sulfur (Na-S) batteries. Ether-based electrolytes contribute to a more complete reduction of sulfur and enable a higher electrochemical reversibility. On the other hand, an irreversible solution-phase reaction is observed in carbonate solvents. This study clearly reveals the solvent-dependent Na-S reaction pathways in room temperature Na-S batteries and provides an insight into realizing their high energy potential, via electrolyte formulation design.",Energies,10.3390/en13040836
Rational construction of rGO/VO2 nanoflowers as sulfur multifunctional hosts for room temperature Na-S batteries,"© 2019 Elsevier B.V.Developing high energy density room-temperature sodium sulfur (RT Na-S) batteries relies on the design of delicate structure that can be efficiently injected sulfur and enhance the cycle life of electrode active material. Herein, a three dimensional (3D) hierarchical cathode substrate with VO2 nanoflowers as catalyst in situ grown on reduced graphene oxide (rGO) for sulfur cathodes are designed and prepared. In this novel structure, the electronic conductivity of sulfur cathode can be greatly improved due to the high electrical conductivity of rGO substrate. More importantly, the catalytic effect of VO2 accelerates the conversion long-chain NaPSs to Na2S2/Na2S, and enhances the cycle capability, which can be validated by experimental data. As a result, the as-obtained rGO/VO2/S composites achieves an initial reversible capacity of 876.4 mA h g−1 at 0.2C. Moreover, the capacity of 156.1 mA h g−1 is demonstrated after long-cycling term of 1000 cycles at 2C and high cycle stability of only 0.07% capacity decay per cycle is exhibited.",Chemical Engineering Journal,10.1016/j.cej.2019.122359
Repelling Polysulfides Using White Graphite Introduced Polymer Membrane as a Shielding Layer in Ambient Temperature Sodium Sulfur Battery,"© 2019 WILEY-VCH Verlag GmbH & Co. KGaA, WeinheimHerein, a strategy is demonstrated to effectively control the sodium polysulfide dissolution using composite polymer blend membrane. The sufficient interconnected pores in the white graphite introduced polymer blend membrane plays a multifunctional role as an ion selective membrane, evident from the ionic conductivity of 10−3 S cm−1 facilitating the movement of sodium ions and the presence of boron and nitrogen in white graphite acts as an effective absorbent to trap sodium polysulfides. The electrochemical testing reveals significant improvement of about 87.6% in specific capacity when compared to the cell without white graphite@ polymer membrane. Also, the cell exhibits an excellent cycling stability with a capacity retention of 83.1% at the end of 500 cycles. Other than the performance enhancement, the self-discharge battery is significantly reduced using the developed membrane. The better performance of the room temperature sodium sulfur battery is attributed to the physical and chemical confinement of composite polymer membrane which is also evident from the post analysis study. This is the first attempt of utilizing composite polymer membrane as a blocking layer in room temperature sodium sulfur batteries and is promising for the construction of high performance batteries.",Advanced Materials Interfaces,10.1002/admi.201901497
Nickel sulfide nanocrystals on nitrogen-doped porous carbon nanotubes with high-efficiency electrocatalysis for room-temperature sodium-sulfur batteries,"© 2019, The Author(s).Polysulfide dissolution and slow electrochemical kinetics of conversion reactions lead to low utilization of sulfur cathodes that inhibits further development of room-temperature sodium-sulfur batteries. Here we report a multifunctional sulfur host, NiS2 nanocrystals implanted in nitrogen-doped porous carbon nanotubes, which is rationally designed to achieve high polysulfide immobilization and conversion. Attributable to the synergetic effect of physical confinement and chemical bonding, the high electronic conductivity of the matrix, closed porous structure, and polarized additives of the multifunctional sulfur host effectively immobilize polysulfides. Significantly, the electrocatalytic behaviors of the Lewis base matrix and the NiS2 component are clearly evidenced by operando synchrotron X-ray diffraction and density functional theory with strong adsorption of polysulfides and high conversion of soluble polysulfides into insoluble Na2S2/Na2S. Thus, the as-obtained sulfur cathodes exhibit excellent performance in room-temperature Na/S batteries.",Nature Communications,10.1038/s41467-019-11600-3
